mu,n,m,alpha,mutation_operator,diversity_threshold,diversity_operator,generations,max_generations,diversity,fitness,opt,starting_robustness,ending_robustness,generation_ratio
25,25,1,1.0,XRAI_0.10,0.1,eucl,10.28,390625.0,0.10618411999999999,8.44,8.44,0.12,0.18,2.63168e-05
25,25,1,1.0,XRAI_0.10,0.1,sum,9.82,390625.0,0.10732,8.44,8.44,0.12,0.18,2.51392e-05
25,25,1,1.0,XRAI_0.10,0.15,eucl,14.34,390625.0,0.15725758,8.44,8.44,0.12,0.18,3.67104e-05
25,25,1,1.0,XRAI_0.10,0.15,sum,13.8,390625.0,0.15853609999999999,8.44,8.44,0.12,0.18,3.5328000000000005e-05
25,25,1,1.0,XRAI_0.10,0.2,eucl,17.88,390625.0,0.20668856,8.44,8.44,0.12,0.2,4.5772799999999997e-05
25,25,1,1.0,XRAI_0.10,0.2,sum,17.46,390625.0,0.21063462000000002,8.44,8.44,0.12,0.2,4.4697600000000004e-05
25,25,1,1.0,XRAI_0.10,0.25,eucl,21.54,390625.0,0.25810314,8.44,8.44,0.12,0.2,5.5142399999999996e-05
25,25,1,1.0,XRAI_0.10,0.25,sum,20.86,390625.0,0.25854132,8.44,8.44,0.12,0.2,5.34016e-05
25,25,1,1.0,XRAI_0.10,0.3,eucl,24.82,390625.0,0.30547102,8.44,8.44,0.12,0.22,6.35392e-05
25,25,1,1.0,XRAI_0.10,0.3,sum,24.28,390625.0,0.30846664,8.44,8.44,0.12,0.22,6.215680000000001e-05
25,25,1,1.0,XRAI_0.10,0.35,eucl,29.22,390625.0,0.35617946000000006,8.52,8.44,0.12,0.22,7.48032e-05
25,25,1,1.0,XRAI_0.10,0.35,sum,28.36,390625.0,0.35672795999999996,8.52,8.44,0.12,0.22,7.260159999999999e-05
25,25,1,1.0,XRAI_0.10,0.4,eucl,34.2,390625.0,0.40604952,8.6,8.44,0.12,0.2,8.7552e-05
25,25,1,1.0,XRAI_0.10,0.4,sum,33.1,390625.0,0.40581328,8.6,8.44,0.12,0.22,8.473600000000001e-05
25,25,1,1.0,XRAI_0.10,0.45,eucl,39.28,390625.0,0.45513543999999995,8.8,8.44,0.12,0.24,0.0001005568
25,25,1,1.0,XRAI_0.10,0.45,sum,37.8,390625.0,0.4560774,8.74,8.44,0.12,0.22,9.676799999999999e-05
25,25,1,1.0,XRAI_0.10,0.5,eucl,45.74,390625.0,0.50378462,9.26,8.44,0.12,0.26,0.0001170944
25,25,1,1.0,XRAI_0.10,0.5,sum,43.22,390625.0,0.5050853200000001,9.14,8.44,0.12,0.24,0.00011064319999999999
25,25,1,1.0,XRAI_0.10,0.55,eucl,53.62,390625.0,0.5537512,9.6,8.44,0.12,0.3,0.00013726719999999999
25,25,1,1.0,XRAI_0.10,0.55,sum,49.96,390625.0,0.5536719800000001,9.48,8.44,0.12,0.28,0.00012789760000000001
25,25,1,1.0,XRAI_0.10,0.6,eucl,63.26,390625.0,0.60351086,9.98,8.44,0.12,0.32,0.0001619456
25,25,1,1.0,XRAI_0.10,0.6,sum,57.96,390625.0,0.60374136,9.78,8.44,0.12,0.28,0.0001483776
25,25,1,1.0,XRAI_0.10,0.65,eucl,74.96,390625.0,0.6519110600000001,10.22,8.44,0.12,0.36,0.0001918976
25,25,1,1.0,XRAI_0.10,0.65,sum,67.06,390625.0,0.6529732800000001,10.24,8.44,0.12,0.3,0.0001716736
25,25,1,1.0,XRAI_0.10,0.7,eucl,90.72,390625.0,0.7016174,10.58,8.44,0.12,0.36,0.0002322432
25,25,1,1.0,XRAI_0.10,0.7,sum,77.98,390625.0,0.70225596,10.46,8.44,0.12,0.32,0.0001996288
25,25,1,1.0,XRAI_0.10,0.75,eucl,111.6,390625.0,0.75131912,11.1,8.44,0.12,0.42,0.000285696
25,25,1,1.0,XRAI_0.10,0.75,sum,92.66,390625.0,0.7521227,11.06,8.44,0.12,0.34,0.00023720959999999999
25,25,1,1.0,XRAI_0.10,0.8,eucl,141.5,390625.0,0.80127424,11.58,8.44,0.12,0.48,0.00036224
25,25,1,1.0,XRAI_0.10,0.8,sum,112.82,390625.0,0.80151196,11.62,8.44,0.12,0.42,0.00028881919999999996
25,25,1,1.0,XRAI_0.10,0.85,eucl,186.0,390625.0,0.8507984000000001,12.48,8.44,0.12,0.52,0.00047616
25,25,1,1.0,XRAI_0.10,0.85,sum,142.72,390625.0,0.8510772799999999,12.34,8.44,0.12,0.5,0.0003653632
25,25,1,1.0,XRAI_0.10,0.9,eucl,264.34,390625.0,0.90061364,13.0,8.44,0.12,0.62,0.0006767103999999999
25,25,1,1.0,XRAI_0.10,0.9,sum,194.54,390625.0,0.90055468,13.14,8.44,0.12,0.62,0.0004980224
25,25,1,1.0,XRAI_0.10,0.95,eucl,482.46,390625.0,0.95027364,14.3,8.44,0.12,0.66,0.0012350975999999999
25,25,1,1.0,XRAI_0.10,0.95,sum,334.42,390625.0,0.9501893,14.38,8.44,0.12,0.7,0.0008561152
25,25,1,1.0,XRAI_0.10,1.0,eucl,390625.0,390625.0,0.9926104000000001,16.34,8.44,0.12,1.0,1.0
25,25,1,1.0,XRAI_0.10,1.0,sum,390625.0,390625.0,0.9987413599999999,16.46,8.44,0.12,0.98,1.0
25,25,1,1.0,XRAI_1.00,0.0,eucl,0.0,390625.0,1.11022e-16,8.44,8.44,0.12,0.12,0.0
25,25,1,1.0,XRAI_1.00,0.0,sum,0.0,390625.0,0.0,8.44,8.44,0.12,0.12,0.0
25,25,1,1.0,XRAI_1.00,0.05,eucl,3.96,390625.0,0.058759125999999995,8.44,8.44,0.12,0.18,1.01376e-05
25,25,1,1.0,XRAI_1.00,0.05,sum,3.58,390625.0,0.060264,8.44,8.44,0.12,0.18,9.1648e-06
25,25,1,1.0,XRAI_1.00,0.1,eucl,7.12,390625.0,0.10941653999999999,8.44,8.44,0.12,0.18,1.82272e-05
25,25,1,1.0,XRAI_1.00,0.1,sum,6.58,390625.0,0.11217332,8.44,8.44,0.12,0.18,1.6844800000000002e-05
25,25,1,1.0,XRAI_1.00,0.15,eucl,10.06,390625.0,0.16043054,8.44,8.44,0.12,0.2,2.57536e-05
25,25,1,1.0,XRAI_1.00,0.15,sum,9.22,390625.0,0.16201596,8.44,8.44,0.12,0.2,2.36032e-05
25,25,1,1.0,XRAI_1.00,0.2,eucl,12.96,390625.0,0.2123382,8.44,8.44,0.12,0.28,3.31776e-05
25,25,1,1.0,XRAI_1.00,0.2,sum,11.86,390625.0,0.21037326,8.44,8.44,0.12,0.24,3.0361599999999997e-05
25,25,1,1.0,XRAI_1.00,0.25,eucl,15.64,390625.0,0.26215704,8.44,8.44,0.12,0.32,4.00384e-05
25,25,1,1.0,XRAI_1.00,0.25,sum,14.5,390625.0,0.2615946,8.44,8.44,0.12,0.3,3.712e-05
25,25,1,1.0,XRAI_1.00,0.3,eucl,18.24,390625.0,0.31282474,8.44,8.44,0.12,0.34,4.66944e-05
25,25,1,1.0,XRAI_1.00,0.3,sum,17.08,390625.0,0.31273062,8.44,8.44,0.12,0.32,4.37248e-05
25,25,1,1.0,XRAI_1.00,0.35,eucl,20.56,390625.0,0.36213446,8.44,8.44,0.12,0.34,5.26336e-05
25,25,1,1.0,XRAI_1.00,0.35,sum,19.44,390625.0,0.36218674,8.44,8.44,0.12,0.34,4.9766400000000005e-05
25,25,1,1.0,XRAI_1.00,0.4,eucl,23.04,390625.0,0.41043806000000005,8.48,8.44,0.12,0.36,5.89824e-05
25,25,1,1.0,XRAI_1.00,0.4,sum,21.74,390625.0,0.41171202,8.48,8.44,0.12,0.36,5.5654399999999994e-05
25,25,1,1.0,XRAI_1.00,0.45,eucl,25.78,390625.0,0.46143534,8.6,8.44,0.12,0.38,6.59968e-05
25,25,1,1.0,XRAI_1.00,0.45,sum,24.36,390625.0,0.45992,8.56,8.44,0.12,0.38,6.23616e-05
25,25,1,1.0,XRAI_1.00,0.5,eucl,28.78,390625.0,0.50801522,8.86,8.44,0.12,0.38,7.36768e-05
25,25,1,1.0,XRAI_1.00,0.5,sum,27.26,390625.0,0.51012806,8.78,8.44,0.12,0.38,6.97856e-05
25,25,1,1.0,XRAI_1.00,0.55,eucl,32.56,390625.0,0.55656408,9.18,8.44,0.12,0.38,8.33536e-05
25,25,1,1.0,XRAI_1.00,0.55,sum,30.64,390625.0,0.5594800200000001,9.06,8.44,0.12,0.38,7.84384e-05
25,25,1,1.0,XRAI_1.00,0.6,eucl,37.32,390625.0,0.60495986,9.54,8.44,0.12,0.4,9.55392e-05
25,25,1,1.0,XRAI_1.00,0.6,sum,34.62,390625.0,0.60773872,9.38,8.44,0.12,0.38,8.862719999999999e-05
25,25,1,1.0,XRAI_1.00,0.65,eucl,43.32,390625.0,0.65489272,9.8,8.44,0.12,0.44,0.0001108992
25,25,1,1.0,XRAI_1.00,0.65,sum,39.28,390625.0,0.6556587,9.68,8.44,0.12,0.4,0.0001005568
25,25,1,1.0,XRAI_1.00,0.7,eucl,51.06,390625.0,0.70350818,10.24,8.44,0.12,0.46,0.0001307136
25,25,1,1.0,XRAI_1.00,0.7,sum,45.18,390625.0,0.7056320599999999,10.26,8.44,0.12,0.44,0.0001156608
25,25,1,1.0,XRAI_1.00,0.75,eucl,62.34,390625.0,0.75229742,11.1,8.44,0.12,0.5,0.0001595904
25,25,1,1.0,XRAI_1.00,0.75,sum,52.44,390625.0,0.7536346,10.64,8.44,0.12,0.44,0.0001342464
25,25,1,1.0,XRAI_1.00,0.8,eucl,78.88,390625.0,0.80162918,11.62,8.44,0.12,0.5,0.0002019328
25,25,1,1.0,XRAI_1.00,0.8,sum,62.74,390625.0,0.80285332,11.4,8.44,0.12,0.42,0.0001606144
25,25,1,1.0,XRAI_1.00,0.85,eucl,104.06,390625.0,0.8515338199999999,12.12,8.44,0.12,0.56,0.0002663936
25,25,1,1.0,XRAI_1.00,0.85,sum,78.34,390625.0,0.85175466,11.96,8.44,0.12,0.52,0.0002005504
25,25,1,1.0,XRAI_1.00,0.9,eucl,149.28,390625.0,0.90100216,13.02,8.44,0.12,0.54,0.0003821568
25,25,1,1.0,XRAI_1.00,0.9,sum,107.54,390625.0,0.9009974,12.84,8.44,0.12,0.48,0.00027530240000000003
25,25,1,1.0,XRAI_1.00,0.95,eucl,305.56,390625.0,0.95030492,14.52,8.44,0.12,0.74,0.0007822336
25,25,1,1.0,XRAI_1.00,0.95,sum,194.6,390625.0,0.95027996,14.34,8.44,0.12,0.66,0.000498176
25,25,1,1.0,XRAI_1.00,1.0,eucl,390625.0,390625.0,0.99135744,16.64,8.44,0.12,0.98,1.0
25,25,1,1.0,XRAI_1.00,1.0,sum,390625.0,390625.0,0.99829064,16.82,8.44,0.12,0.96,1.0
25,25,1,1.0,XRAI_1.50,0.0,eucl,0.0,390625.0,1.11022e-16,8.44,8.44,0.12,0.12,0.0
25,25,1,1.0,XRAI_1.50,0.0,sum,0.0,390625.0,0.0,8.44,8.44,0.12,0.12,0.0
25,25,1,1.0,XRAI_1.50,0.05,eucl,3.3,390625.0,0.059365362,8.44,8.44,0.12,0.2,8.448e-06
25,25,1,1.0,XRAI_1.50,0.05,sum,2.96,390625.0,0.06204,8.44,8.44,0.12,0.18,7.5776e-06
25,25,1,1.0,XRAI_1.50,0.1,eucl,6.08,390625.0,0.11056152000000001,8.44,8.44,0.12,0.2,1.55648e-05
25,25,1,1.0,XRAI_1.50,0.1,sum,5.4,390625.0,0.11380796,8.44,8.44,0.12,0.2,1.3824e-05
25,25,1,1.0,XRAI_1.50,0.15,eucl,8.72,390625.0,0.16166526,8.44,8.44,0.12,0.2,2.23232e-05
25,25,1,1.0,XRAI_1.50,0.15,sum,7.72,390625.0,0.16234136,8.44,8.44,0.12,0.2,1.97632e-05
25,25,1,1.0,XRAI_1.50,0.2,eucl,11.34,390625.0,0.21172598,8.44,8.44,0.12,0.22,2.90304e-05
25,25,1,1.0,XRAI_1.50,0.2,sum,10.02,390625.0,0.21059202,8.44,8.44,0.12,0.22,2.56512e-05
25,25,1,1.0,XRAI_1.50,0.25,eucl,13.8,390625.0,0.26195938,8.44,8.44,0.12,0.26,3.5328000000000005e-05
25,25,1,1.0,XRAI_1.50,0.25,sum,12.48,390625.0,0.26250398,8.44,8.44,0.12,0.26,3.19488e-05
25,25,1,1.0,XRAI_1.50,0.3,eucl,16.06,390625.0,0.31209392,8.44,8.44,0.12,0.28,4.11136e-05
25,25,1,1.0,XRAI_1.50,0.3,sum,14.78,390625.0,0.31223194,8.44,8.44,0.12,0.28,3.7836799999999997e-05
25,25,1,1.0,XRAI_1.50,0.35,eucl,18.24,390625.0,0.36225076,8.44,8.44,0.12,0.3,4.66944e-05
25,25,1,1.0,XRAI_1.50,0.35,sum,16.86,390625.0,0.3630107,8.44,8.44,0.12,0.28,4.31616e-05
25,25,1,1.0,XRAI_1.50,0.4,eucl,20.42,390625.0,0.41138324,8.44,8.44,0.12,0.3,5.2275200000000004e-05
25,25,1,1.0,XRAI_1.50,0.4,sum,19.14,390625.0,0.41590402,8.44,8.44,0.12,0.3,4.89984e-05
25,25,1,1.0,XRAI_1.50,0.45,eucl,22.62,390625.0,0.46334536,8.46,8.44,0.12,0.3,5.79072e-05
25,25,1,1.0,XRAI_1.50,0.45,sum,21.24,390625.0,0.4633173,8.46,8.44,0.12,0.3,5.43744e-05
25,25,1,1.0,XRAI_1.50,0.5,eucl,24.8,390625.0,0.5115455,8.64,8.44,0.12,0.32,6.3488e-05
25,25,1,1.0,XRAI_1.50,0.5,sum,23.42,390625.0,0.51307466,8.5,8.44,0.12,0.3,5.9955200000000005e-05
25,25,1,1.0,XRAI_1.50,0.55,eucl,27.48,390625.0,0.55887768,9.04,8.44,0.12,0.36,7.03488e-05
25,25,1,1.0,XRAI_1.50,0.55,sum,25.84,390625.0,0.5603519,8.82,8.44,0.12,0.32,6.61504e-05
25,25,1,1.0,XRAI_1.50,0.6,eucl,31.06,390625.0,0.60775068,9.36,8.44,0.12,0.4,7.95136e-05
25,25,1,1.0,XRAI_1.50,0.6,sum,28.96,390625.0,0.6088933200000001,9.14,8.44,0.12,0.38,7.41376e-05
25,25,1,1.0,XRAI_1.50,0.65,eucl,35.76,390625.0,0.65565494,9.76,8.44,0.12,0.5,9.154559999999999e-05
25,25,1,1.0,XRAI_1.50,0.65,sum,32.56,390625.0,0.65666662,9.46,8.44,0.12,0.44,8.33536e-05
25,25,1,1.0,XRAI_1.50,0.7,eucl,41.78,390625.0,0.70368076,10.16,8.44,0.12,0.52,0.0001069568
25,25,1,1.0,XRAI_1.50,0.7,sum,37.36,390625.0,0.70570396,9.92,8.44,0.12,0.46,9.56416e-05
25,25,1,1.0,XRAI_1.50,0.75,eucl,50.72,390625.0,0.7534619600000001,10.72,8.44,0.12,0.56,0.0001298432
25,25,1,1.0,XRAI_1.50,0.75,sum,43.46,390625.0,0.75490664,10.36,8.44,0.12,0.48,0.0001112576
25,25,1,1.0,XRAI_1.50,0.8,eucl,63.36,390625.0,0.8022675800000001,11.38,8.44,0.12,0.58,0.0001622016
25,25,1,1.0,XRAI_1.50,0.8,sum,51.48,390625.0,0.8030719999999999,10.84,8.44,0.12,0.46,0.00013178879999999998
25,25,1,1.0,XRAI_1.50,0.85,eucl,83.98,390625.0,0.8515187000000001,12.1,8.44,0.12,0.62,0.0002149888
25,25,1,1.0,XRAI_1.50,0.85,sum,64.22,390625.0,0.85213332,11.86,8.44,0.12,0.54,0.0001644032
25,25,1,1.0,XRAI_1.50,0.9,eucl,121.58,390625.0,0.90083576,13.06,8.44,0.12,0.66,0.0003112448
25,25,1,1.0,XRAI_1.50,0.9,sum,87.88,390625.0,0.90112532,12.82,8.44,0.12,0.58,0.0002249728
25,25,1,1.0,XRAI_1.50,0.95,eucl,259.26,390625.0,0.95031388,15.0,8.44,0.12,0.7,0.0006637056
25,25,1,1.0,XRAI_1.50,0.95,sum,159.0,390625.0,0.95037062,14.5,8.44,0.12,0.76,0.00040704
25,25,1,1.0,XRAI_1.50,1.0,eucl,390625.0,390625.0,0.9906920800000001,16.58,8.44,0.12,0.96,1.0
25,25,1,1.0,XRAI_1.50,1.0,sum,390625.0,390625.0,0.99799734,16.76,8.44,0.12,0.94,1.0
25,50,1,0.3,1RAI,0.0,eucl,0.0,1562500.0,1.11022e-16,26.64,26.64,0.04,0.04,0.0
25,50,1,0.3,1RAI,0.0,sum,0.0,1562500.0,0.0,26.64,26.64,0.04,0.04,0.0
25,50,1,0.3,1RAI,0.05,eucl,12.2,1562500.0,0.053100692,26.64,26.64,0.04,0.04,7.807999999999999e-06
25,50,1,0.3,1RAI,0.05,sum,11.96,1562500.0,0.053462664,26.64,26.64,0.04,0.04,7.6544e-06
25,50,1,0.3,1RAI,0.1,eucl,21.74,1562500.0,0.10443912000000001,26.64,26.64,0.04,0.06,1.3913599999999998e-05
25,50,1,0.3,1RAI,0.1,sum,21.36,1562500.0,0.10413464,26.64,26.64,0.04,0.06,1.36704e-05
25,50,1,0.3,1RAI,0.15,eucl,29.22,1562500.0,0.15423232,26.64,26.64,0.04,0.06,1.87008e-05
25,50,1,0.3,1RAI,0.15,sum,28.96,1562500.0,0.1547653,26.64,26.64,0.04,0.06,1.85344e-05
25,50,1,0.3,1RAI,0.2,eucl,38.28,1562500.0,0.20363926,26.66,26.64,0.04,0.06,2.44992e-05
25,50,1,0.3,1RAI,0.2,sum,37.8,1562500.0,0.20388404000000002,26.66,26.64,0.04,0.06,2.4191999999999998e-05
25,50,1,0.3,1RAI,0.25,eucl,48.02,1562500.0,0.25282786,26.74,26.64,0.04,0.06,3.0732800000000005e-05
25,50,1,0.3,1RAI,0.25,sum,47.36,1562500.0,0.25401471999999997,26.72,26.64,0.04,0.06,3.03104e-05
25,50,1,0.3,1RAI,0.3,eucl,59.28,1562500.0,0.30318622,26.86,26.64,0.04,0.08,3.79392e-05
25,50,1,0.3,1RAI,0.3,sum,58.48,1562500.0,0.30309601999999997,26.8,26.64,0.04,0.06,3.74272e-05
25,50,1,0.3,1RAI,0.35,eucl,71.98,1562500.0,0.35279786,27.12,26.64,0.04,0.08,4.6067200000000005e-05
25,50,1,0.3,1RAI,0.35,sum,70.52,1562500.0,0.35280794,27.1,26.64,0.04,0.06,4.5132799999999996e-05
25,50,1,0.3,1RAI,0.4,eucl,86.36,1562500.0,0.40227034000000006,27.5,26.64,0.04,0.08,5.52704e-05
25,50,1,0.3,1RAI,0.4,sum,83.86,1562500.0,0.40251198000000005,27.36,26.64,0.04,0.06,5.36704e-05
25,50,1,0.3,1RAI,0.45,eucl,102.98,1562500.0,0.45228102,27.82,26.64,0.04,0.1,6.59072e-05
25,50,1,0.3,1RAI,0.45,sum,99.06,1562500.0,0.45216268,27.84,26.64,0.04,0.08,6.33984e-05
25,50,1,0.3,1RAI,0.5,eucl,122.54,1562500.0,0.5016674,28.16,26.64,0.04,0.1,7.842560000000001e-05
25,50,1,0.3,1RAI,0.5,sum,116.84,1562500.0,0.50215868,28.22,26.64,0.04,0.08,7.477760000000001e-05
25,50,1,0.3,1RAI,0.55,eucl,145.74,1562500.0,0.55152168,28.58,26.64,0.04,0.14,9.32736e-05
25,50,1,0.3,1RAI,0.55,sum,137.52,1562500.0,0.55204936,28.48,26.64,0.04,0.12,8.801280000000001e-05
25,50,1,0.3,1RAI,0.6,eucl,175.16,1562500.0,0.60118558,28.8,26.64,0.04,0.16,0.00011210239999999999
25,50,1,0.3,1RAI,0.6,sum,160.72,1562500.0,0.6013626599999999,28.72,26.64,0.04,0.12,0.0001028608
25,50,1,0.3,1RAI,0.65,eucl,212.76,1562500.0,0.65102382,29.26,26.64,0.04,0.14,0.00013616639999999998
25,50,1,0.3,1RAI,0.65,sum,189.08,1562500.0,0.6512627000000001,29.34,26.64,0.04,0.16,0.00012101120000000001
25,50,1,0.3,1RAI,0.7,eucl,263.42,1562500.0,0.70077268,29.78,26.64,0.04,0.2,0.0001685888
25,50,1,0.3,1RAI,0.7,sum,226.18,1562500.0,0.70110134,29.76,26.64,0.04,0.16,0.0001447552
25,50,1,0.3,1RAI,0.75,eucl,331.7,1562500.0,0.7506398400000001,30.26,26.64,0.04,0.2,0.00021228799999999998
25,50,1,0.3,1RAI,0.75,sum,274.16,1562500.0,0.75077204,30.32,26.64,0.04,0.18,0.0001754624
25,50,1,0.3,1RAI,0.8,eucl,431.04,1562500.0,0.80047948,30.76,26.64,0.04,0.28,0.0002758656
25,50,1,0.3,1RAI,0.8,sum,345.32,1562500.0,0.8007186199999999,30.84,26.64,0.04,0.18,0.0002210048
25,50,1,0.3,1RAI,0.85,eucl,591.22,1562500.0,0.85043176,31.6,26.64,0.04,0.28,0.0003783808
25,50,1,0.3,1RAI,0.85,sum,458.38,1562500.0,0.8503934,31.5,26.64,0.04,0.2,0.0002933632
25,50,1,0.3,1RAI,0.9,eucl,890.12,1562500.0,0.90030908,32.36,26.64,0.04,0.36,0.0005696768
25,50,1,0.3,1RAI,0.9,sum,688.84,1562500.0,0.90022802,32.2,26.64,0.04,0.34,0.0004408576
25,50,1,0.3,1RAI,0.95,eucl,1918.28,1562500.0,0.9501934,32.86,26.64,0.04,0.42,0.0012276992
25,50,1,0.3,1RAI,0.95,sum,1413.84,1562500.0,0.95009608,32.72,26.64,0.04,0.38,0.0009048576
25,50,1,0.3,1RAI,1.0,eucl,1340074.46,1562500.0,0.99787686,33.0,26.64,0.04,0.44,0.8576476544
25,50,1,0.3,1RAI,1.0,sum,1325956.08,1562500.0,0.99960936,33.08,26.64,0.04,0.42,0.8486118912
25,50,1,0.3,XRAI_0.10,0.0,eucl,0.0,1562500.0,1.11022e-16,26.64,26.64,0.04,0.04,0.0
25,50,1,0.3,XRAI_0.10,0.0,sum,0.0,1562500.0,0.0,26.64,26.64,0.04,0.04,0.0
25,50,1,0.3,XRAI_0.10,0.05,eucl,12.24,1562500.0,0.054116706,26.64,26.64,0.04,0.1,7.8336e-06
25,50,1,0.3,XRAI_0.10,0.05,sum,11.86,1562500.0,0.053622670000000004,26.64,26.64,0.04,0.1,7.590399999999999e-06
25,50,1,0.3,XRAI_0.10,0.1,eucl,21.16,1562500.0,0.10446918,26.64,26.64,0.04,0.1,1.35424e-05
25,50,1,0.3,XRAI_0.10,0.1,sum,20.86,1562500.0,0.10464404,26.64,26.64,0.04,0.1,1.33504e-05
25,50,1,0.3,XRAI_0.10,0.15,eucl,28.78,1562500.0,0.15507379999999998,26.64,26.64,0.04,0.12,1.84192e-05
25,50,1,0.3,XRAI_0.10,0.15,sum,28.46,1562500.0,0.1549533,26.64,26.64,0.04,0.12,1.82144e-05
25,50,1,0.3,XRAI_0.10,0.2,eucl,36.72,1562500.0,0.20357624000000002,26.64,26.64,0.04,0.14,2.35008e-05
25,50,1,0.3,XRAI_0.10,0.2,sum,36.18,1562500.0,0.20356538000000002,26.64,26.64,0.04,0.14,2.3155199999999998e-05
25,50,1,0.3,XRAI_0.10,0.25,eucl,45.54,1562500.0,0.25377486,26.72,26.64,0.04,0.12,2.91456e-05
25,50,1,0.3,XRAI_0.10,0.25,sum,44.9,1562500.0,0.2546387,26.68,26.64,0.04,0.12,2.8736e-05
25,50,1,0.3,XRAI_0.10,0.3,eucl,55.34,1562500.0,0.30375152,26.94,26.64,0.04,0.12,3.5417600000000005e-05
25,50,1,0.3,XRAI_0.10,0.3,sum,54.1,1562500.0,0.30346799999999996,26.98,26.64,0.04,0.12,3.4624e-05
25,50,1,0.3,XRAI_0.10,0.35,eucl,66.1,1562500.0,0.35243004,27.16,26.64,0.04,0.12,4.2303999999999993e-05
25,50,1,0.3,XRAI_0.10,0.35,sum,64.82,1562500.0,0.35306136000000005,27.24,26.64,0.04,0.12,4.148479999999999e-05
25,50,1,0.3,XRAI_0.10,0.4,eucl,79.44,1562500.0,0.40248568,27.42,26.64,0.04,0.1,5.08416e-05
25,50,1,0.3,XRAI_0.10,0.4,sum,76.3,1562500.0,0.40260132,27.44,26.64,0.04,0.1,4.8831999999999996e-05
25,50,1,0.3,XRAI_0.10,0.45,eucl,94.6,1562500.0,0.45219736,27.74,26.64,0.04,0.1,6.0543999999999995e-05
25,50,1,0.3,XRAI_0.10,0.45,sum,90.24,1562500.0,0.45268132,27.72,26.64,0.04,0.1,5.7753599999999995e-05
25,50,1,0.3,XRAI_0.10,0.5,eucl,112.22,1562500.0,0.50188344,28.14,26.64,0.04,0.12,7.18208e-05
25,50,1,0.3,XRAI_0.10,0.5,sum,106.54,1562500.0,0.50221336,28.22,26.64,0.04,0.1,6.81856e-05
25,50,1,0.3,XRAI_0.10,0.55,eucl,134.5,1562500.0,0.55156966,28.36,26.64,0.04,0.12,8.608e-05
25,50,1,0.3,XRAI_0.10,0.55,sum,124.48,1562500.0,0.55202658,28.62,26.64,0.04,0.1,7.966720000000001e-05
25,50,1,0.3,XRAI_0.10,0.6,eucl,162.22,1562500.0,0.60117022,28.86,26.64,0.04,0.14,0.0001038208
25,50,1,0.3,XRAI_0.10,0.6,sum,145.68,1562500.0,0.60140804,28.94,26.64,0.04,0.12,9.32352e-05
25,50,1,0.3,XRAI_0.10,0.65,eucl,196.64,1562500.0,0.6511239000000001,29.16,26.64,0.04,0.14,0.0001258496
25,50,1,0.3,XRAI_0.10,0.65,sum,171.14,1562500.0,0.6514479799999999,29.48,26.64,0.04,0.14,0.00010952959999999999
25,50,1,0.3,XRAI_0.10,0.7,eucl,244.24,1562500.0,0.70104378,29.72,26.64,0.04,0.1,0.0001563136
25,50,1,0.3,XRAI_0.10,0.7,sum,205.88,1562500.0,0.70123332,29.86,26.64,0.04,0.14,0.0001317632
25,50,1,0.3,XRAI_0.10,0.75,eucl,310.24,1562500.0,0.7507516200000001,30.24,26.64,0.04,0.14,0.0001985536
25,50,1,0.3,XRAI_0.10,0.75,sum,253.06,1562500.0,0.7507159400000001,30.48,26.64,0.04,0.14,0.0001619584
25,50,1,0.3,XRAI_0.10,0.8,eucl,404.04,1562500.0,0.80059168,30.84,26.64,0.04,0.2,0.0002585856
25,50,1,0.3,XRAI_0.10,0.8,sum,324.04,1562500.0,0.80076932,30.94,26.64,0.04,0.16,0.00020738560000000002
25,50,1,0.3,XRAI_0.10,0.85,eucl,553.46,1562500.0,0.8505051400000001,31.52,26.64,0.04,0.28,0.0003542144
25,50,1,0.3,XRAI_0.10,0.85,sum,438.34,1562500.0,0.8503560400000001,31.64,26.64,0.04,0.22,0.00028053759999999996
25,50,1,0.3,XRAI_0.10,0.9,eucl,843.12,1562500.0,0.9002903999999999,32.24,26.64,0.04,0.3,0.0005395968
25,50,1,0.3,XRAI_0.10,0.9,sum,685.18,1562500.0,0.9002679600000001,32.08,26.64,0.04,0.26,0.00043851519999999996
25,50,1,0.3,XRAI_0.10,0.95,eucl,1846.26,1562500.0,0.950175,32.66,26.64,0.04,0.38,0.0011816064
25,50,1,0.3,XRAI_0.10,0.95,sum,1417.68,1562500.0,0.95014802,32.76,26.64,0.04,0.26,0.0009073152000000001
25,50,1,0.3,XRAI_0.10,1.0,eucl,1369047.6,1562500.0,0.99770298,33.06,26.64,0.04,0.68,0.8761904640000001
25,50,1,0.3,XRAI_0.10,1.0,sum,1365206.26,1562500.0,0.99961196,33.06,26.64,0.04,0.54,0.8737320064
25,50,1,0.3,XRAI_1.00,0.0,eucl,0.0,1562500.0,1.11022e-16,26.64,26.64,0.04,0.04,0.0
25,50,1,0.3,XRAI_1.00,0.0,sum,0.0,1562500.0,0.0,26.64,26.64,0.04,0.04,0.0
25,50,1,0.3,XRAI_1.00,0.05,eucl,9.64,1562500.0,0.056383042,26.64,26.64,0.04,0.08,6.1696e-06
25,50,1,0.3,XRAI_1.00,0.05,sum,9.12,1562500.0,0.05586667,26.64,26.64,0.04,0.08,5.8368e-06
